o,n,i,h_km,e,p,t_ns,k,th_POP_GDP,th_POP_ONLY,cov,dead_cnt,NS_sth,EW_sth,NESW_sth,HG_sth,LG_sth,NS_cnt,EW_cnt,NESW_cnt,HG_cnt,LG_cnt,NS_selt,EW_selt,NESW_selt,HG_selt,LG_selt,ttl_accm_flw,flw_pr_lnk,unq_lnk_pr_flw
144,11,35.6,550,10.0,10,0,20,3773.0514803158626,3840.7456594804503,201.8839609431699,0,1.0886212931253985,1.0948448654948904,1.0918997626980296,1.1428409187130832,1.4154953621471607,3.0,4.0,3.0,7.0,3.0,342,1096,2384,2638,1349,1631.796450108405,7.0,34.0
144,11,35.6,550,10.0,20,0,20,4105.174797608833,4251.224486237991,201.87312274143596,0,1.0855662248168163,1.0901433924802937,1.0908488981944515,1.1390727747588185,1.419921129139172,3.0,4.0,3.0,7.0,3.0,352,1146,2507,3213,1513,1791.9049895903827,8,39.0
144,11,35.6,550,10.0,30,0,20,4307.759202737054,4492.288366911787,201.8700094865231,0,1.0880329199893106,1.087004304795065,1.0877590984129817,1.1373358416408357,1.4164839383370034,3.0,4.0,3.0,6.0,3.0,383,1131,2485,3516,1683,1802.9251236489854,9,41.0
72,22,35.6,550,10.0,0,0,20,3465.926682471212,3541.73527130547,201.9788128174573,0,1.0886212931253985,1.0798300379650978,1.0832922776529876,1.1144832676115202,1.419342405635939,3.0,4.5,3.5,12.0,3.0,346,1112,2512,1606,1573,1325.3227669820114,7,36.0
72,22,35.6,550,10.0,20,0,20,3410.61420840402,3502.7715368649187,202.09629842058928,0,1.0871281510335942,1.080697492030264,1.083526764122648,1.1200050305411238,1.4232619441220682,3.0,4.0,3.0,11.5,3.0,342,1032,2533,1713,1489,1360.066461944619,7.0,35.0
144,11,35.6,550,10.0,40,0,20,4445.796805247055,4614.381327874584,201.89413924137898,0,1.0886212931253985,1.086581700226101,1.085795883008131,1.1365192341130406,1.4181434731983034,3.0,4.0,3.0,6.0,3.0,401,1153,2562,3453,1856,1919.7519330340233,10.0,43.0
144,11,35.6,550,10.0,50,0,20,4467.8823423192325,4629.506993546285,201.89012862373005,0,1.0860198031147517,1.0878677630873428,1.084716496681126,1.1379776155495671,1.417159103675143,3.0,4.0,3.0,6.0,3.0,394,1180,2638,3315,1932,1796.5720626598347,9.0,44.0
72,22,35.6,550,10.0,10,0,20,3466.803769935876,3563.247507779422,202.029493885193,0,1.0860531781456784,1.0794108078027058,1.0828343993039256,1.1154110930245893,1.4193936116290735,3.0,4.5,3.0,12.0,3.0,352,1095,2568,1658,1519,1336.5319996465594,7,36.0
24,66,35.6,550,10.0,30,0,20,3553.866698118915,3665.9858668923357,201.86672345862783,0,1.0838851324393537,1.0770313994384841,1.0800923101965483,1.1131333313387928,1.4335293963624065,3.0,4.0,3.0,12.0,3.0,361,1093,2607,1680,1668,1359.2637337316144,7.0,35.0
24,66,35.6,550,10.0,40,0,20,3552.3484134316045,3652.160134935415,201.85005869363366,0,1.0848736626527182,1.077147255175872,1.080135998277033,1.112995022857828,1.4290820700080704,3.0,4.0,3.0,12.5,3.0,345,1106,2617,1703,1643,1339.8807301191462,7,35.0
132,12,35.6,550,10.0,40,0,20,4340.360906255498,4474.660466388915,202.07565453385945,0,1.0864587136978243,1.084092919096699,1.0847079192377187,1.1338101589340739,1.416764176692784,3.0,4.0,3.0,7.0,3.0,421,1109,2520,3278,1837,1862.9992225052958,9.0,42.0
72,22,35.6,550,10.0,40,0,20,3712.36216343208,3828.8885291497095,201.89760670160945,0,1.078681600563799,1.0820523911589537,1.0823938280303662,1.1323715082217054,1.4103384700043031,3.0,4.0,3.0,9.0,3.0,325,1102,2538,2108,1634,1542.0928705831873,7,37.0
72,22,35.6,550,10.0,30,0,20,3505.964288245112,3604.780084049683,201.94857459732896,0,1.0903685480170011,1.0829374192030083,1.0833106815371891,1.1330969551437227,1.4202682816816878,3.0,4.0,3.0,9.0,3.0,313,1038,2539,1836,1507,1436.8335013761962,7.0,35.0
88,18,35.6,550,10.0,30,0,20,3798.2367130063994,3918.4526005401435,201.97576871583578,0,1.0815424921603225,1.0821031164821717,1.082876362013159,1.1372790835787325,1.424251593818975,3.0,4.0,3.0,8.0,3.0,341,1077,2509,2353,1613,1608.704805076675,7.0,38.0
88,18,35.6,550,10.0,40,0,20,3947.9176412659235,4051.526900373795,201.87551184232464,0,1.0782774069788363,1.0806282592379708,1.082876362013159,1.1361153092427672,1.4336308562036768,3.0,4.0,3.0,8.0,3.0,356,1090,2546,2483,1716,1616.2044954556075,8.0,41.0
